model,reference_trajectory,anchor,branch,prediction_step,valid,predicted_mean_x_m,predicted_mean_y_m,actual_x_m,actual_y_m,euclidean_error_mm
cvae,test_c05_side-1,1,1,2,1,-0.18582468014210463,0.20442968280985951,-0.18581078946590424,0.2044931948184967,0.06501327653975422
cvae,test_c05_side-1,1,1,3,1,-0.16410824237391353,0.22518356516957283,-0.16300100088119507,0.2258114069700241,1.2728586133547208
cvae,test_c05_side-1,1,1,4,1,-0.1407589395530522,0.24715056736022234,-0.13842377066612244,0.2480672150850296,2.5086364387609175
cvae,test_c05_side-1,1,1,5,1,-0.11511855758726597,0.2708947900682688,-0.11237098276615143,0.27161648869514465,2.8407774121984857
cvae,test_c05_side-1,1,1,6,1,-0.08929972117766738,0.2959004696458578,-0.08517514914274216,0.29677659273147583,4.216596510509397
cvae,test_c05_side-1,1,2,1,1,-0.20530200889334083,0.18171265721321106,-0.2060350626707077,0.18168064951896667,0.7337522286185496
cvae,test_c05_side-1,1,2,2,1,-0.18486044742166996,0.19944919645786285,-0.18424604833126068,0.19932040572166443,0.627752575483591
cvae,test_c05_side-1,1,2,3,1,-0.16243007546290755,0.21664875093847513,-0.16009479761123657,0.21699637174606323,2.3610088670678966
cvae,test_c05_side-1,1,2,4,1,-0.13775639794766903,0.23439563810825348,-0.1339096873998642,0.23547783493995667,3.9960395419892136
cvae,test_c05_side-1,1,2,5,1,-0.1106967639643699,0.2545663174241781,-0.1059880405664444,0.25523871183395386,4.756489281021107
cvae,test_c05_side-1,1,2,6,1,-0.08272984018549323,0.2762285163626075,-0.07664927840232849,0.27666813135147095,6.096432804297689
cvae,test_c05_side-1,1,3,1,1,-0.20704537304118276,0.18699434585869312,-0.20756427943706512,0.18705348670482635,0.5222657248652104
cvae,test_c05_side-1,1,3,2,1,-0.1881084507331252,0.21302283136174083,-0.18871718645095825,0.21356356143951416,0.8142163049058053
cvae,test_c05_side-1,1,3,3,1,-0.1675731842406094,0.2402646355330944,-0.1683412343263626,0.24093686044216156,1.02067980414812
cvae,test_c05_side-1,1,3,4,1,-0.14586174674332142,0.2678948137909174,-0.1464075893163681,0.26871854066848755,0.988165008175101
cvae,test_c05_side-1,1,3,5,1,-0.12220906745642424,0.2961462652310729,-0.12289351224899292,0.29661545157432556,0.8298195579577468
cvae,test_c05_side-1,1,3,6,1,-0.0986681601498276,0.32367132138460875,-0.09795192629098892,0.3247571289539337,1.3007570942148816
cvae,test_c05_side-1,1,4,1,1,-0.2049937080591917,0.17662467109039426,-0.20477531850337982,0.17720210552215576,0.6173528335331759
cvae,test_c05_side-1,1,4,2,1,-0.18376070400699973,0.18104218458756804,-0.18040955066680908,0.18201075494289398,3.488317250865689
cvae,test_c05_side-1,1,4,3,1,-0.16000430565327406,0.1800655759871006,-0.1532866656780243,0.1765037328004837,7.603513248697796
cvae,test_c05_side-1,1,4,4,1,-0.13188568642362952,0.1682071080431342,-0.12359145283699036,0.1616278737783432,10.586814171446164
cvae,test_c05_side-1,1,4,5,1,-0.09841302456334233,0.14717937353998423,-0.0894952118396759,0.14096063375473022,10.871987320222916
cvae,test_c05_side-1,1,4,6,1,-0.06695157056674361,0.12460127379745245,-0.05538121610879898,0.12393973022699356,11.589251148287998
cvae,test_c05_side-1,1,5,1,1,-0.20560893276706338,0.18346614437177777,-0.2058766782283783,0.18394356966018677,0.5473778750252418
cvae,test_c05_side-1,1,5,2,1,-0.1846076105721295,0.19998288759961724,-0.1825878769159317,0.20127438008785248,2.3973478865500764
cvae,test_c05_side-1,1,5,3,1,-0.16185633139684796,0.21128298668190837,-0.1556902527809143,0.2112732082605362,6.166086369440412
cvae,test_c05_side-1,1,5,4,1,-0.13742131600156426,0.21431298181414604,-0.12682776153087616,0.21141406893730164,10.983036565129439
cvae,test_c05_side-1,1,5,5,1,-0.1162672380451113,0.19615193270146847,-0.10359258949756622,0.19598007202148438,12.675813658188222
cvae,test_c05_side-1,1,5,6,1,-0.10193607117980719,0.17198873637244105,-0.10317044705152512,0.16613182425498962,5.985574604349092
cvae,test_c05_side-1,1,6,1,1,-0.20464535662904382,0.17771264119073749,-0.20492219924926758,0.1778244525194168,0.29856927101326586
cvae,test_c05_side-1,1,6,2,1,-0.18321006512269378,0.18430829653516412,-0.18059135973453522,0.18530435860157013,2.8017418778509358
cvae,test_c05_side-1,1,6,3,1,-0.15928771859034896,0.18624970456585288,-0.15260189771652222,0.18544673919677734,6.733866210493938
cvae,test_c05_side-1,1,6,4,1,-0.13331077620387077,0.17968086944893003,-0.12168741226196289,0.17704175412654877,11.919207985888654
cvae,test_c05_side-1,1,6,5,1,-0.09850728209130466,0.16180614987388253,-0.08707336336374283,0.16127075254917145,11.44644694932873
cvae,test_c05_side-1,1,6,6,1,-0.06489100493490696,0.13892102101817727,-0.048125460743904114,0.13979746401309967,16.788437221606358
cvae,test_c05_side-1,1,7,1,1,-0.2057816800661385,0.1845274744555354,-0.20629435777664185,0.18476979434490204,0.5670602821831207
cvae,test_c05_side-1,1,7,2,1,-0.1850439179688692,0.2036515544168651,-0.1838742196559906,0.20454896986484528,1.4742959775514903
cvae,test_c05_side-1,1,7,3,1,-0.16265392350032926,0.21806883392855525,-0.15762706100940704,0.21937978267669678,5.194991157152677
cvae,test_c05_side-1,1,7,4,1,-0.13772875303402543,0.2266569403000176,-0.12798906862735748,0.22753754258155823,9.779412698099275
cvae,test_c05_side-1,1,7,5,1,-0.12156304041855037,0.2122801160439849,-0.10510831326246262,0.21674124896526337,17.04874636806491
cvae,test_c05_side-1,1,7,6,1,-0.11560882488265634,0.18904499290511012,-0.11090373247861862,0.19545865058898926,7.954426403991382
cvae,test_c05_side-1,1,8,1,1,-0.20407163025811315,0.176234548445791,-0.20455177128314972,0.17599768936634064,0.5353854942387285
cvae,test_c05_side-1,1,8,2,1,-0.18078590417280793,0.18297845404595137,-0.17994289100170135,0.18386514484882355,1.2234752905380966
cvae,test_c05_side-1,1,8,3,1,-0.15340598486363888,0.18870866438373923,-0.1520349234342575,0.18990877270698547,1.82210576824239
cvae,test_c05_side-1,1,8,4,1,-0.1247923148330301,0.1866938197053969,-0.12125910073518753,0.1875762939453125,3.6417526886525597
cvae,test_c05_side-1,1,8,5,1,-0.08909638039767742,0.17670503305271268,-0.08696449548006058,0.17486140131950378,2.8184945041026803
cvae,test_c05_side-1,1,8,6,1,-0.05080053489655256,0.1585331209935248,-0.048368338495492935,0.15643619000911713,3.211339111133593
cvae,test_c05_side-1,1,9,1,1,-0.20654037408530712,0.18561103707179427,-0.20712973177433014,0.1855723112821579,0.5906286247664542
cvae,test_c05_side-1,1,9,2,1,-0.18706689262762666,0.20910216262564063,-0.187368243932724,0.20952072739601135,0.5157606771355937
cvae,test_c05_side-1,1,9,3,1,-0.16584252240136266,0.23319136956706643,-0.16566015779972076,0.23388630151748657,0.718461734295396
cvae,test_c05_side-1,1,9,4,1,-0.1433830913156271,0.25763910450041294,-0.1420614868402481,0.2587074339389801,1.699401711971305
cvae,test_c05_side-1,1,9,5,1,-0.11898139934055507,0.28303910233080387,-0.11663471907377243,0.2840329110622406,2.5484434600726247
cvae,test_c05_side-1,1,9,6,1,-0.0932256537489593,0.3089034277945757,-0.08944640308618546,0.30991318821907043,3.911822041830683
cvae,test_c05_side-1,1,10,1,1,-0.20244392286986113,0.16636245138943195,-0.20231766998767853,0.16687123477458954,0.5242140052228904
cvae,test_c05_side-1,1,10,2,1,-0.1737892795354128,0.16091820085421205,-0.17469023168087006,0.16409599781036377,3.3030453013743566
cvae,test_c05_side-1,1,10,3,1,-0.14094751374796033,0.14989425148814917,-0.14263491332530975,0.15554524958133698,5.897550066158936
cvae,test_c05_side-1,1,10,4,1,-0.10498468857258558,0.13618968753144145,-0.10626496374607086,0.14125530421733856,5.224899705093104
cvae,test_c05_side-1,1,10,5,1,-0.06328049162402749,0.11515760538168252,-0.06563152372837067,0.12127422541379929,6.552891924405931
cvae,test_c05_side-1,1,10,6,0,-0.02378816343843937,0.08900086604990065,,,
cvae,test_c05_side-1,1,11,1,1,-0.206808942835778,0.18429450411349535,-0.20643527805805206,0.18533337116241455,1.1040245067221388
cvae,test_c05_side-1,1,11,2,1,-0.18757878057658672,0.19887747056782246,-0.18431609869003296,0.19911088049411774,3.271020221053242
cvae,test_c05_side-1,1,11,3,1,-0.1750824712216854,0.1841233759187162,-0.17408014833927155,0.18470151722431183,1.1571078298267037
cvae,test_c05_side-1,1,11,4,1,-0.16126262489706278,0.16147751035168767,-0.16142821311950684,0.1632712483406067,1.8013648803902647
cvae,test_c05_side-1,1,11,5,1,-0.14569734083488584,0.13778048288077116,-0.14429599046707153,0.13614514470100403,2.1536280587829824
cvae,test_c05_side-1,1,11,6,1,-0.1302463593892753,0.11239011795260012,-0.12274391949176788,0.10341562330722809,11.697356904682467
cvae,test_c05_side-1,1,12,1,1,-0.20534545835107565,0.16839912300929427,-0.20335255563259125,0.1673254370689392,2.2637276213932305
cvae,test_c05_side-1,1,12,2,1,-0.1825091945938766,0.17144272523000836,-0.1772797703742981,0.16696448624134064,6.884874879613862
cvae,test_c05_side-1,1,12,3,1,-0.1524758217856288,0.1649992512539029,-0.14801225066184998,0.1588473618030548,7.600605962190666
cvae,test_c05_side-1,1,12,4,1,-0.10827767453156412,0.15331290382891893,-0.11435272544622421,0.14491087198257446,10.368239135103856
cvae,test_c05_side-1,1,12,5,1,-0.0713855866342783,0.13293725298717618,-0.07639196515083313,0.12527447938919067,9.153246695299188
cvae,test_c05_side-1,1,12,6,1,-0.028779393527656794,0.0999119367916137,-0.050936222076416016,0.13129974901676178,38.420304626854104
cvae,test_c05_side-1,1,13,1,1,-0.20955972652882338,0.1933181849308312,-0.20997121930122375,0.19274744391441345,0.7036132528309194
cvae,test_c05_side-1,1,13,2,1,-0.1882170527242124,0.20880838483572006,-0.1893557757139206,0.21218667924404144,3.5650474269756156
cvae,test_c05_side-1,1,13,3,1,-0.1639115228317678,0.22482498036697507,-0.1645679622888565,0.22750301659107208,2.75731586482193
cvae,test_c05_side-1,1,13,4,1,-0.1400879225693643,0.24912602500990033,-0.1389664262533188,0.2506513297557831,1.8932270214414642
cvae,test_c05_side-1,1,13,5,1,-0.11459128628484905,0.27725652512162924,-0.11116112023591995,0.2758693993091583,3.7000212354591873
cvae,test_c05_side-1,1,13,6,1,-0.08736635837703943,0.31299504823982716,-0.08220724016427994,0.30791881680488586,7.237722453528655
cvae,test_c05_side-1,1,14,1,1,-0.20536155439913273,0.18193821655586362,-0.20562884211540222,0.1823858916759491,0.5213978676712324
cvae,test_c05_side-1,1,14,2,1,-0.18457344640046358,0.19567285431548953,-0.18211041390895844,0.19688382744789124,2.744628386796443
cvae,test_c05_side-1,1,14,3,1,-0.16219084383919835,0.20426240656524897,-0.15515145659446716,0.20352530479431152,7.077873395448894
cvae,test_c05_side-1,1,14,4,1,-0.13803799450397491,0.20383153529837728,-0.12635710835456848,0.20007367432117462,12.270477592961797
cvae,test_c05_side-1,1,14,5,1,-0.11257973127067089,0.18224240886047482,-0.10562463849782944,0.1795789897441864,7.447624914551083
cvae,test_c05_side-1,1,14,6,1,-0.09410839225165546,0.15712528070434928,-0.10245101153850555,0.14540515840053558,14.386123987428805
cvae,test_c05_side-1,1,15,1,1,-0.20251670479774475,0.16753854556009173,-0.20249854028224945,0.1673845648765564,0.15504838124014306
cvae,test_c05_side-1,1,15,2,1,-0.17494978616014123,0.16417856561020017,-0.174688920378685,0.1630665361881256,1.1422173136029075
cvae,test_c05_side-1,1,15,3,1,-0.14373858785256743,0.15520047768950462,-0.14246352016925812,0.15297828614711761,2.5620173395346373
cvae,test_c05_side-1,1,15,4,1,-0.10805315873585641,0.14147672662511468,-0.10592763125896454,0.13716265559196472,4.809269792191522
cvae,test_c05_side-1,1,15,5,1,-0.068046850617975,0.12075533019378781,-0.06513006240129471,0.11566789448261261,5.864269401750377
cvae,test_c05_side-1,1,15,6,0,-0.025472421664744616,0.09498150018043816,,,
cvae,test_c05_side-1,2,0,1,1,0.11535080731846392,0.5806106515228748,0.11469785124063492,0.5794450640678406,1.3360186207186893
cvae,test_c05_side-1,2,0,2,1,0.1356897628866136,0.6174739543348551,0.1347048133611679,0.6172188520431519,1.017449137258441
cvae,test_c05_side-1,2,0,3,1,0.15307261189445853,0.6550374887883663,0.1522173136472702,0.6551592946052551,0.8639280923036241
cvae,test_c05_side-1,2,0,4,1,0.16032746341079473,0.6953493002802134,0.16157788038253784,0.695141613483429,1.2675473990276525
cvae,test_c05_side-1,2,0,5,1,0.1575354253873229,0.7333728596568108,0.16059227287769318,0.7353659868240356,3.6492290259879456
cvae,test_c05_side-1,2,0,6,1,0.15044648619368672,0.7676817774772644,0.15054067969322205,0.7727696895599365,5.088783919204632
cvae,test_c05_side-1,2,1,1,1,0.11620090273208916,0.579495009034872,0.11561866849660873,0.578774631023407,0.9262511454070383
cvae,test_c05_side-1,2,1,2,1,0.13836167845875025,0.6149132736027241,0.13715806603431702,0.615583062171936,1.377424987321286
cvae,test_c05_side-1,2,1,3,1,0.15670450497418642,0.6517096403986216,0.15633858740329742,0.6526768803596497,1.0341415816487325
cvae,test_c05_side-1,2,1,4,1,0.1662703761830926,0.6883841380476952,0.1678379625082016,0.6922095417976379,4.1341311949120625
cvae,test_c05_side-1,2,1,5,1,0.1890860265120864,0.7192750163376331,0.18606756627559662,0.7236778140068054,5.338139143459903
cvae,test_c05_side-1,2,1,6,1,0.21402984950691462,0.7452335264533758,0.21383485198020935,0.7419736981391907,3.265655320664494
cvae,test_c05_side-1,2,2,1,1,0.11714403796941042,0.5786749850958586,0.11658313870429993,0.5780516266822815,0.8385604911864286
cvae,test_c05_side-1,2,2,2,1,0.14081023493781686,0.6126236952841282,0.1398938149213791,0.6136787533760071,1.3974881837664772
cvae,test_c05_side-1,2,2,3,1,0.16154981451109052,0.6460588816553354,0.16328060626983643,0.6476716995239258,2.3657602561094584
cvae,test_c05_side-1,2,2,4,1,0.1971589159220457,0.6563773583620787,0.19569851458072662,0.6610434055328369,4.889250277646627
cvae,test_c05_side-1,2,2,5,1,0.23091866169124842,0.6581140980124474,0.23153921961784363,0.6613631248474121,3.307758684454055
cvae,test_c05_side-1,2,2,6,1,0.256707358174026,0.6563110183924437,0.25139161944389343,0.6502351760864258,8.072975781868056
cvae,test_c05_side-1,2,3,1,1,0.11506203399039805,0.5808127243071795,0.11443076282739639,0.5796356797218323,1.3356411333635125
cvae,test_c05_side-1,2,3,2,1,0.13506551692262292,0.6177068669348955,0.133894681930542,0.6177137494087219,1.1708552203953808
cvae,test_c05_side-1,2,3,3,1,0.15161702409386635,0.6559447143226862,0.15070867538452148,0.6559150218963623,0.9088338780819516
cvae,test_c05_side-1,2,3,4,1,0.15826250379905105,0.6960114147514105,0.15944285690784454,0.6958024501800537,1.1987074928942396
cvae,test_c05_side-1,2,3,5,1,0.1555777653120458,0.7333434987813234,0.15799757838249207,0.7355446219444275,3.271152468940531
cvae,test_c05_side-1,2,3,6,1,0.14880240708589554,0.7663683816790581,0.147632896900177,0.7721576690673828,5.906234209639444
cvae,test_c05_side-1,2,4,1,1,0.1206068410538137,0.5739480257034302,0.12149525433778763,0.5731632113456726,1.1854162725742259
cvae,test_c05_side-1,2,4,2,1,0.15702463872730732,0.5911913514137268,0.1584564447402954,0.5939314365386963,3.0916233520446625
cvae,test_c05_side-1,2,4,3,1,0.19988926174119115,0.5876213740557432,0.2026173174381256,0.5953499674797058,8.19594071467665
cvae,test_c05_side-1,2,4,4,1,0.24627192318439484,0.5709053948521614,0.2512499988079071,0.5893092751502991,19.065257589174784
cvae,test_c05_side-1,2,4,5,1,0.29170225746929646,0.548138216137886,0.30408430099487305,0.5775109529495239,31.875894805872036
cvae,test_c05_side-1,2,4,6,1,0.3255531396716833,0.5195452701300383,0.361055463552475,0.5600020289421082,53.8253131390299
cvae,test_c05_side-1,2,5,1,1,0.11833393713459373,0.5799973923712969,0.11684590578079224,0.5775766968727112,2.84147919344298
cvae,test_c05_side-1,2,5,2,1,0.14497553510591388,0.6082720793783665,0.14554519951343536,0.6079357862472534,0.6615214336895113
cvae,test_c05_side-1,2,5,3,1,0.17728787614032626,0.6208244618028402,0.18003590404987335,0.625225841999054,5.188815377643735
cvae,test_c05_side-1,2,5,4,1,0.1965837413445115,0.6083487588912249,0.20068694651126862,0.6053208708763123,5.099450800954316
cvae,test_c05_side-1,2,5,5,1,0.20735325617715716,0.5809392854571342,0.1979026049375534,0.574979305267334,11.173010906440377
cvae,test_c05_side-1,2,5,6,1,0.22264863410964608,0.5538147408515215,0.1970510333776474,0.5392993092536926,29.426772125159566
cvae,test_c05_side-1,2,6,1,1,0.11843685433268547,0.5775324404239655,0.11859674006700516,0.5762197375297546,1.3224039989762573
cvae,test_c05_side-1,2,6,2,1,0.14819557033479214,0.6040327902883291,0.14907895028591156,0.605392336845398,1.6213349372900865
cvae,test_c05_side-1,2,6,3,1,0.18829374806955457,0.5984241366386414,0.187075674533844,0.6067262291908264,8.390973953209787
cvae,test_c05_side-1,2,6,4,1,0.22074001282453537,0.5722226519137621,0.21056653559207916,0.5770385265350342,11.255766849358483
cvae,test_c05_side-1,2,6,5,1,0.25733792316168547,0.5385385919362307,0.2280350774526596,0.5386783480644226,29.303178981508857
cvae,test_c05_side-1,2,6,6,1,0.2897612964734435,0.50293845590204,0.21984541416168213,0.4957675337791443,70.28266303666005
cvae,test_c05_side-1,2,7,1,1,0.11412964249029756,0.582575548440218,0.11313880980014801,0.5807145237922668,2.108355321133181
cvae,test_c05_side-1,2,7,2,1,0.13311455631628633,0.6189325097948313,0.13370223343372345,0.6188398003578186,0.5949449000289138
cvae,test_c05_side-1,2,7,3,1,0.16056759748607874,0.6330827195197344,0.16201214492321014,0.6345121264457703,2.032220819281767
cvae,test_c05_side-1,2,7,4,1,0.17074710968881845,0.6267264112830162,0.18157614767551422,0.6203414797782898,12.571213705818057
cvae,test_c05_side-1,2,7,5,1,0.1832783999852836,0.6062626410275698,0.19181112945079803,0.5972872972488403,12.384032787344973
cvae,test_c05_side-1,2,7,6,1,0.2025447296909988,0.5806717537343502,0.19223009049892426,0.5676306486129761,16.627152626033435
cvae,test_c05_side-1,2,8,1,1,0.11943468521349132,0.5757455565035343,0.11970663070678711,0.5755615830421448,0.32832999530889506
cvae,test_c05_side-1,2,8,2,1,0.16145539144054055,0.5902755931019783,0.15646740794181824,0.5917772054672241,5.209109240454192
cvae,test_c05_side-1,2,8,3,1,0.20328945573419333,0.589521573856473,0.20090511441230774,0.587407648563385,3.186497086772263
cvae,test_c05_side-1,2,8,4,1,0.2493612989783287,0.583023315295577,0.249630868434906,0.5772674083709717,5.762215912011579
cvae,test_c05_side-1,2,8,5,1,0.3007805775851011,0.571552436798811,0.30253544449806213,0.5614022016525269,10.300817026191
cvae,test_c05_side-1,2,8,6,1,0.3553844690322876,0.5535970404744148,0.35957247018814087,0.5398587584495544,14.362442225333066
cvae,test_c05_side-1,2,9,1,1,0.115283218678087,0.5804369170218706,0.11469785124063492,0.5794450640678406,1.151706264308449
cvae,test_c05_side-1,2,9,2,1,0.13638443825766444,0.6168037820607424,0.13533206284046173,0.6168238520622253,1.0525667787328774
cvae,test_c05_side-1,2,9,3,1,0.15568181267008185,0.653969606384635,0.15453636646270752,0.6537822484970093,1.160667907734081
cvae,test_c05_side-1,2,9,4,1,0.174131338018924,0.6905904784798622,0.17240728437900543,0.6898401379585266,1.8802584533182236
cvae,test_c05_side-1,2,9,5,1,0.19156125793233514,0.7244577016681433,0.1890205293893814,0.7245352864265442,2.541912847387949
cvae,test_c05_side-1,2,9,6,1,0.20794393168762326,0.7535500377416611,0.2045496553182602,0.7573691010475159,5.10943799314006
cvae,test_c05_side-1,2,10,1,1,0.12249397183768451,0.5721468348056078,0.12300971895456314,0.5726861953735352,0.7462606185532926
cvae,test_c05_side-1,2,10,2,1,0.1597100947983563,0.5918530616909266,0.15916627645492554,0.5967602133750916,4.937193133963384
cvae,test_c05_side-1,2,10,3,1,0.19934177910909057,0.6056847684085369,0.1996801495552063,0.6149215698242188,9.242997076248948
cvae,test_c05_side-1,2,10,4,1,0.24631566554307938,0.6153043285012245,0.24443916976451874,0.6271477937698364,11.991201189863025
cvae,test_c05_side-1,2,10,5,1,0.3037143340334296,0.6175155900418758,0.29339510202407837,0.6334767937660217,19.00648767096404
cvae,test_c05_side-1,2,10,6,1,0.3582821860909462,0.608548803254962,0.34651193022727966,0.6339537501335144,27.9991115751598
cvae,test_c05_side-1,2,11,1,1,0.11271972628310323,0.5870560370385647,0.11018393188714981,0.5832352042198181,4.58574057785213
cvae,test_c05_side-1,2,11,2,1,0.1294769048690796,0.6303601693361998,0.12672725319862366,0.6254275441169739,5.64724497982727
cvae,test_c05_side-1,2,11,3,1,0.15541834896430373,0.6578260455280542,0.15025249123573303,0.6525073647499084,7.414475793449672
cvae,test_c05_side-1,2,11,4,1,0.16686535440385342,0.6629891488701105,0.16478793323040009,0.646659255027771,16.461503929896267
cvae,test_c05_side-1,2,11,5,1,0.1672946671023965,0.6493234429508448,0.16775983572006226,0.6326776742935181,16.652266993899087
cvae,test_c05_side-1,2,11,6,1,0.17946153972297907,0.6272097080945969,0.17226676642894745,0.6126124262809753,16.274071374391728
cvae,test_c05_side-1,2,12,1,1,0.12258516810834408,0.5724601112306118,0.12281475961208344,0.572678804397583,0.3170787912636152
cvae,test_c05_side-1,2,12,2,1,0.16272509843111038,0.5927918199449778,0.1595505326986313,0.5961574912071228,4.626619784968237
cvae,test_c05_side-1,2,12,3,1,0.19655407965183258,0.6159123703837395,0.20068161189556122,0.6137633919715881,4.653453624880347
cvae,test_c05_side-1,2,12,4,1,0.23919470701366663,0.626640597358346,0.24606288969516754,0.6254430413246155,6.971805634151988
cvae,test_c05_side-1,2,12,5,1,0.28818834852427244,0.6374021172523499,0.29563793540000916,0.6312302947044373,9.674075572480866
cvae,test_c05_side-1,2,12,6,1,0.339059597812593,0.635154515504837,0.3493693768978119,0.631169855594635,11.053011326601831
cvae,test_c05_side-1,2,13,1,1,0.11220389022491872,0.5831783674657345,0.11156576871871948,0.5815938711166382,1.7081650204162027
cvae,test_c05_side-1,2,13,2,1,0.1335157211869955,0.6200558412820101,0.13105235993862152,0.6197567582130432,2.481451051730273
cvae,test_c05_side-1,2,13,3,1,0.16314019449055195,0.651388518512249,0.15676777064800262,0.6525532603263855,6.477994220643384
cvae,test_c05_side-1,2,13,4,1,0.16414113622158766,0.6849210150539875,0.16541308164596558,0.689269483089447,4.530675382104647
cvae,test_c05_side-1,2,13,5,1,0.1862563225440681,0.7183045521378517,0.1754329651594162,0.7212578058242798,11.219036162358146
cvae,test_c05_side-1,2,13,6,1,0.2005106401629746,0.745907025411725,0.1955651491880417,0.7471931576728821,5.109991895916448
cvae,test_c05_side-1,2,14,1,1,0.11784473131410778,0.579521931707859,0.11695150285959244,0.5775058269500732,2.2051157489624864
cvae,test_c05_side-1,2,14,2,1,0.14434328116476536,0.6076355967670679,0.14554250240325928,0.6081386804580688,1.3004709835309733
cvae,test_c05_side-1,2,14,3,1,0.17750567197799683,0.614288505166769,0.18025529384613037,0.6207582354545593,7.029781676159605
cvae,test_c05_side-1,2,14,4,1,0.19389746617525816,0.5968022234737873,0.1984701156616211,0.5973134636878967,4.601140063251482
cvae,test_c05_side-1,2,14,5,1,0.21031908225268126,0.5645041782408953,0.19946180284023285,0.5643600225448608,10.8582363717445
cvae,test_c05_side-1,2,14,6,1,0.2302866317331791,0.5319562945514917,0.2004232555627823,0.5258727073669434,30.47673324565192
cvae,test_c05_side-1,2,15,1,1,0.12383677600882947,0.5705959443002939,0.12491220980882645,0.5707296133041382,1.0837090295668135
cvae,test_c05_side-1,2,15,2,1,0.16208789963275194,0.5902441162616014,0.16344697773456573,0.5923064947128296,2.4699186551220613
cvae,test_c05_side-1,2,15,3,1,0.202880316413939,0.6041616909205914,0.20631790161132812,0.6079762578010559,5.134969569028225
cvae,test_c05_side-1,2,15,4,1,0.25032863207161427,0.6144160833209753,0.2534145712852478,0.6177284121513367,4.527089916346291
cvae,test_c05_side-1,2,15,5,1,0.30293382704257965,0.6172340400516987,0.3046896159648895,0.621602475643158,4.708080740220394
cvae,test_c05_side-1,2,15,6,1,0.34877954982221127,0.6076685730367899,0.3601072430610657,0.6196438074111938,16.484018697984236
cvae,test_c05_side+1,0,0,1,1,0.0018697320228966419,-0.6400871202349663,0.0015065449988469481,-0.6403754949569702,0.4637507894644715
cvae,test_c05_side+1,0,0,2,1,0.005291477267746814,-0.6240803878754377,0.00473339669406414,-0.6243993043899536,0.6427765318934233
cvae,test_c05_side+1,0,0,3,1,0.009617754316423088,-0.6065001506358385,0.009421009570360184,-0.606861412525177,0.4113619425661234
cvae,test_c05_side+1,0,0,4,1,0.015071594913024455,-0.5882524903863668,0.015549462288618088,-0.5887035131454468,0.6570987428574347
cvae,test_c05_side+1,0,0,5,1,0.021667158231139183,-0.5700013302266598,0.02307777851819992,-0.5700114965438843,1.4106569208256228
cvae,test_c05_side+1,0,0,6,1,0.02915629168273881,-0.5513048395514488,0.03196974843740463,-0.5507676005363464,2.8642913032236996
cvae,test_c05_side+1,0,1,1,1,0.0022259141769609414,-0.6420643776655197,0.0016903827199712396,-0.6422079801559448,0.554450734224247
cvae,test_c05_side+1,0,1,2,1,0.006363902008160949,-0.6290089767426252,0.005596603732556105,-0.6291587948799133,0.7817877704381423
cvae,test_c05_side+1,0,1,3,1,0.01179866268648766,-0.6148565970361233,0.011434762738645077,-0.6145563125610352,0.4717986201959286
cvae,test_c05_side+1,0,1,4,1,0.018619891197886318,-0.5998776145279408,0.019131509587168694,-0.5992357730865479,0.8208007140233285
cvae,test_c05_side+1,0,1,5,1,0.02635136403841898,-0.5846246853470802,0.028623241931200027,-0.5832970142364502,2.6313760160244777
cvae,test_c05_side+1,0,1,6,1,0.036164746969006956,-0.568466804921627,0.039861343801021576,-0.566733181476593,4.082925224349839
cvae,test_c05_side+1,0,2,1,1,0.0023793465588823892,-0.6439919881522655,0.001843062462285161,-0.6440397500991821,0.5384067568635885
cvae,test_c05_side+1,0,2,2,1,0.007009214605204761,-0.6341480314731598,0.006336994003504515,-0.6340429782867432,0.6803798272483742
cvae,test_c05_side+1,0,2,3,1,0.013371699373237789,-0.623513838276267,0.013223697431385517,-0.6226808428764343,0.846041317510277
cvae,test_c05_side+1,0,2,4,1,0.021857337502297014,-0.6123673189431429,0.02240382693707943,-0.6106253862380981,1.8256451602743924
cvae,test_c05_side+1,0,2,5,1,0.03129331493983045,-0.6005266476422548,0.033802978694438934,-0.5979658961296082,3.585507003300618
cvae,test_c05_side+1,0,2,6,1,0.0417058413149789,-0.5882708448916674,0.047366343438625336,-0.5846972465515137,6.694168311938016
cvae,test_c05_side+1,0,3,1,1,0.00164299804600887,-0.6387872565537691,0.001347962417639792,-0.6390016078948975,0.3646813944399394
cvae,test_c05_side+1,0,3,2,1,0.00439695567911258,-0.6204704735428095,0.004010050557553768,-0.6209225654602051,0.5950484642975404
cvae,test_c05_side+1,0,3,3,1,0.007819271384505555,-0.6010437626391649,0.00778740830719471,-0.6014002561569214,0.3579146321374607
cvae,test_c05_side+1,0,3,4,1,0.0121932310576085,-0.5808700807392597,0.012717267498373985,-0.5814124941825867,0.7542058967894353
cvae,test_c05_side+1,0,3,5,1,0.01755928638158366,-0.5606184285134077,0.018780723214149475,-0.5610148906707764,1.2841690613676304
cvae,test_c05_side+1,0,3,6,1,0.02446210343623534,-0.5400828141719103,0.025952650234103203,-0.5401738286018372,1.4933229332897349
cvae,test_c05_side+1,0,4,1,1,0.002930650080088526,-0.6435195095837116,0.0027354012709110975,-0.6433510184288025,0.25789797744033904
